Điều,Chủ đề,Khoản,Nội dung,Tóm tắt,Thời gian,Bộ luật
7,Điều khoản thi hành,9,"Giá dịch vụ đăng ký chứng khoán, hủy đăng ký chứng khoán một phần
a) Mức giá quy định tại Điểm 12 Mục III Phần A Biểu giá.
b) Trường hợp tổ chức phát hành được chấp thuận đăng ký chứng khoán và sau đó bị hủy đăng ký bắt buộc hoặc tự nguyện thì tổ chức phát hành không được hoàn trả tiền sử dụng dịch vụ đăng ký chứng khoán.","Giá dịch vụ đăng ký chứng khoán, hủy đăng ký chứng khoán một phần
a) Mức giá quy định tại Điểm 12 Mục III Phần A Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,10,"Giá dịch vụ lưu ký chứng khoán
a) Mức giá quy định tại Điểm 13 Mục III Phần A Biểu giá.
b) Cách tính ΣVi
Vi là số lượng chứng khoán lưu ký của ngày i được xác định bằng cách cộng dồn số dư chứng khoán lưu ký trên tất cả các tài khoản lưu ký chứng khoán của hoạt động môi giới cũng như tự doanh đối với chứng khoán.
i = 1 → n là các ngày trong tháng phát sinh số dư chứng khoán lưu ký.
Số dư chứng khoán lưu ký hàng ngày được tính vào thời điểm cuối ngày trên cơ sở chứng từ đã được VSDC xác nhận hiệu lực.
c) Miễn thu tiền dịch vụ lưu ký chứng khoán
Miễn thu tiền dịch vụ lưu ký chứng khoán đối với cổ phiếu của công ty đại chúng nhưng chưa niêm yết, đăng ký giao dịch tại SGDCK.","Giá dịch vụ lưu ký chứng khoán
a) Mức giá quy định tại Điểm 13 Mục III Phần A Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,11,"Giá dịch vụ chuyển khoản chứng khoán
a) Giá dịch vụ chuyển khoản chứng khoán giữa các tài khoản của nhà đầu tư tại các thành viên lưu ký khác nhau:
Giá dịch vụ phải trả trong tháng bằng tổng giá dịch vụ chuyển khoản ngày i
(i = 1 → n là các ngày trong tháng phát sinh giao dịch chuyển khoản giữa các tài khoản của nhà đầu tư tại các thành viên lưu ký khác nhau)
Giá dịch vụ chuyển khoản ngày i = Σ(Mức giá x Vj)
Trong đó:
- Mức giá quy định tại Điểm 14.1 Mục III Phần A Biểu giá.
- Vj là tổng số chứng khoán mã j trên mỗi tài khoản lưu ký chứng khoán theo yêu cầu chuyển khoản chứng khoán ngày i của thành viên bên chuyển khoản đã được VSDC xác nhận ngày hiệu lực chuyển khoản (j = 1 → m là các mã chứng khoán có phát sinh giao dịch chuyển khoản giữa các tài khoản của nhà đầu tư tại các thành viên lưu ký khác nhau tại ngày i).
b) Giá dịch vụ chuyển khoản chứng khoán để thực hiện thanh toán
Giá dịch vụ phải trả trong tháng bằng tổng giá dịch vụ chuyển khoản thanh toán ngày i (i = 1→n là các ngày trong tháng phát sinh giao dịch chuyển khoản thanh toán cho các giao dịch bán chứng khoán)
Giá dịch vụ chuyển khoản thanh toán ngày i = Σ(Mức giá x Pj)
Trong đó:
- Mức giá quy định tại Điểm 14.2 Mục III Phần A Biểu giá.
- Pj là tổng số chứng khoán mã j (j = 1→m là các mã chứng khoán phải giao phát sinh trong giao dịch chuyển khoản thanh toán tại ngày i) phải giao phát sinh trong giao dịch chuyển khoản thanh toán tại ngày i theo Thông báo kết quả giao dịch của VSDC.","Giá dịch vụ chuyển khoản chứng khoán
a) Giá dịch vụ chuyển khoản chứng khoán giữa các tài khoản của nhà đầu tư tại các thành viên lưu ký khác nhau:
Giá dịch vụ phải trả trong tháng bằng tổng giá dịch vụ chuyển khoản ngày i
(i = 1 → n là các ngày trong tháng phát sinh giao dịch chuyển khoản giữa các tài khoản của nhà đầu tư tại các thành viên lưu ký khác nhau)
Giá dịch vụ chuyển khoản ngày i = Σ(Mức giá x Vj)
Trong đó:
- Mức giá quy định tại Điểm 14",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,12,"Giá dịch vụ thực hiện quyền
a) Mức giá quy định tại Điểm 15 Mục III Phần A Biểu giá.
b) Giá dịch vụ thực hiện quyền được tính theo số lượng người sở hữu chứng khoán của tổ chức phát hành (bao gồm cả người sở hữu đã lưu ký và người sở hữu chưa lưu ký) trên Danh sách tổng hợp người sở hữu chứng khoán do VSDC lập theo từng lần thông báo ngày đăng ký cuối cùng để thực hiện quyền.","Giá dịch vụ thực hiện quyền
a) Mức giá quy định tại Điểm 15 Mục III Phần A Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,13,"Giá dịch vụ xử lý lỗi sau giao dịch
Giá dịch vụ xử lý lỗi sau giao dịch bao gồm giá dịch vụ sửa lỗi sau giao dịch, giá dịch vụ xử lý giao dịch bị lùi thời hạn thanh toán, giá dịch vụ xử lý lỗi giao dịch tự doanh và giá dịch vụ thanh toán bằng tiền.
a) Giá dịch vụ sửa lỗi sau giao dịch:
Giá dịch vụ = Mức giá x n
- Mức giá quy định tại Điểm 16.1 Mục III Phần A Biểu giá.
- n là số giao dịch lỗi đã được VSDC chấp thuận xử lý
b) Giá dịch vụ xử lý giao dịch bị lùi thời hạn thanh toán:
Giá dịch vụ = Mức giá x n
- Mức giá quy định tại Điểm 16.2 Mục III Phần A Biểu giá.
- n là số giao dịch bị lùi thời hạn thanh toán đã được VSDC chấp thuận xử lý.
c) Giá dịch vụ xử lý lỗi giao dịch tự doanh
Giá dịch vụ = Mức giá x n
- Mức giá quy định tại Điểm 16.3 Mục III Phần A Biểu giá.
- n là số giao dịch tự doanh đã được VSDC chấp thuận xử lý.
d) Giá dịch vụ thanh toán bằng tiền
Giá dịch vụ = Mức giá x n
- Mức giá quy định tại Điểm 16.4 Mục III Phần A Biểu giá.
- n là số giao dịch thanh toán bằng tiền đã được VSDC chấp thuận xử lý.
đ) Trường hợp lỗi giao dịch xảy ra do sự cố kỹ thuật bất khả kháng thì tùy theo từng sự cố để tính giá dịch vụ xử lý lỗi sau giao dịch theo Điểm a, Điểm b, Điểm c, Điểm d khoản này nhưng tổng giá dịch vụ xử lý lỗi sau giao dịch thành viên lưu ký, thành viên bù trừ phải trả không vượt quá 100 triệu đồng/thành viên/sự cố.","a) Giá dịch vụ sửa lỗi sau giao dịch:
Giá dịch vụ = Mức giá x n
- Mức giá quy định tại Điểm 16",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,14,"Giá dịch vụ chuyển quyền sở hữu chứng khoán ngoài hệ thống giao dịch của SGDCK
a) Mức giá được quy định tại Điểm 17 Mục III Phần A Biểu giá.
b) Giá chứng khoán để tính giá trị giao dịch chuyển quyền sở hữu chứng khoán được xác định như sau:
- Đối với chứng khoán của tổ chức đang niêm yết hoặc đăng ký giao dịch:
+ Trường hợp chuyển nhượng thì giá chứng khoán tính theo giá ghi trên hợp đồng chuyển nhượng nhưng không thấp hơn mức giá tham chiếu của chứng khoán vào ngày VSDC thực hiện chuyển quyền sở hữu.
+ Trường hợp tặng cho, thừa kế hoặc hợp đồng không có giá chuyển nhượng hoặc không có hợp đồng chuyển nhượng thì giá chứng khoán tính theo giá tham chiếu của chứng khoán vào ngày VSDC thực hiện chuyển quyền sở hữu.
+ Trường hợp không có giá tham chiếu của trái phiếu thì giá chứng khoán tính theo mệnh giá trái phiếu.
- Đối với chứng khoán của tổ chức chưa niêm yết hoặc chưa đăng ký giao dịch thì giá chứng khoán tính theo mệnh giá chứng khoán.
c) Giá dịch vụ chuyển quyền sở hữu chứng khoán được các bên thực hiện chuyển quyền sở hữu (tại Điểm 17.1, Điểm 17.3, Điểm 17.5 Mục III Phần A Biểu giá) hoặc bên nhận chuyển quyền sở hữu (tại Điểm 17.2 Mục III Phần A Biểu giá) hoặc nhà đầu tư thực hiện hoán đổi (mua, bán lại chứng chỉ quỹ ETF) với quỹ ETF và nhà đầu tư có yêu cầu thực hiện chứng quyền có bảo đảm (tại Điểm 17.4 Mục III Phần A Biểu giá) hoặc bên chuyển quyền trong giao dịch chuyển quyền sở hữu chứng khoán phục vụ phát hành chứng chỉ lưu ký/bên nhận chuyển quyền trong giao dịch chuyển quyền sở hữu phục vụ hủy chứng chỉ lưu ký (tại Điểm 17.6 Mục III Phần A) trả thông qua thành viên lưu ký nơi các bên thực hiện chuyển quyền sở hữu mở tài khoản lưu ký chứng khoán đối với chứng khoán đã lưu ký hoặc trả thông qua tổ chức phát hành đối với chứng khoán chưa lưu ký.","Giá dịch vụ chuyển quyền sở hữu chứng khoán ngoài hệ thống giao dịch của SGDCK
a) Mức giá được quy định tại Điểm 17 Mục III Phần A Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,15,"Giá dịch vụ vay, cho vay chứng khoán qua hệ thống VSDC
15.1. Giá dịch vụ quản lý giao dịch vay và cho vay chứng khoán
Trong đó:
Mức giá quy định tại Điểm 18.1 Mục III Phần A Biểu giá.
Mức giá dịch vụ vay, cho vay chứng khoán chỉ tính 1 lần khi vay chứng khoán, không tính khi hoàn trả.
15.2. Giá dịch vụ quản lý tài sản bảo đảm
Giá dịch vụ quản lý tài sản bảo đảm = Mức giá x ΣVi
Trong đó:
Mức giá quy định tại điểm 18.2 Mục III Phần A Biểu giá.
Vi: Giá trị tài sản bảo đảm (tiền và chứng khoán tính theo mệnh giá) tại ngày i
i = 1 → n là số ngày vay.","Giá dịch vụ quản lý giao dịch vay và cho vay chứng khoán
Trong đó:
Mức giá quy định tại Điểm 18",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,16,"Giá dịch vụ phong tỏa chứng khoán theo yêu cầu của nhà đầu tư
Trong đó:
a) Mức giá quy định tại Điểm 22 Mục III Phần A Biểu giá.
b) V: Giá chứng khoán tính theo mệnh giá đối với cổ phiếu, trái phiếu, chứng chỉ quỹ, chứng chỉ quỹ ETF và tính theo giá phát hành lần đầu đối với chứng quyền có bảo đảm","Giá dịch vụ phong tỏa chứng khoán theo yêu cầu của nhà đầu tư
Trong đó:
a) Mức giá quy định tại Điểm 22 Mục III Phần A Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,17,"Giá dịch vụ đăng ký thành viên bù trừ
Trong đó:
a) Mức giá quy định tại Điểm 23 Mục III Phần A Biểu giá.
b) Trường hợp thành viên bù trừ chấm dứt tư cách thành viên bù trừ bắt buộc hoặc tự nguyện thì không được hoàn trả tiền sử dụng dịch vụ đăng ký thành viên bù trừ.","Giá dịch vụ đăng ký thành viên bù trừ
Trong đó:
a) Mức giá quy định tại Điểm 23 Mục III Phần A Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,18,"Giá dịch vụ quản lý thành viên bù trừ
a) Mức giá quy định tại Điểm 24 Mục III Phần A Biểu giá.
b) Thời gian tính giá dịch vụ- Trường hợp tổ chức đang là thành viên bù trừ của VSDC và không bị VSDC thu hồi Giấy chứng nhận thành viên bù trừ trong năm thì thời gian tính giá dịch vụ là 12 tháng kể từ ngày 01 tháng 01 của năm tính giá.
- Trường hợp tổ chức mới được chấp thuận là thành viên bù trừ và không bị VSDC thu hồi Giấy chứng nhận thành viên bù trừ trong cùng một năm thì thời gian tính giá dịch vụ được tính từ tháng sau liền kề tháng VSDC ra Quyết định cấp Giấy chứng nhận thành viên bù trừ đến hết tháng 12 của năm đó.
- Trường hợp tổ chức đang là thành viên bù trừ của VSDC nhưng bị VSDC thu hồi Giấy chứng nhận thành viên bù trừ trong năm thì thời gian tính giá dịch vụ được tính từ tháng đầu năm đến hết tháng VSDC ra Quyết định thu hồi Giấy chứng nhận thành viên bù trừ.
- Trường hợp tổ chức mới được chấp thuận là thành viên bù trừ nhưng bị VSDC thu hồi Giấy chứng nhận thành viên bù trừ trong cùng một năm thì thời gian tính giá dịch vụ được tính từ tháng sau liền kề tháng VSDC ra Quyết định cấp Giấy chứng nhận Thành viên bù trừ đến hết tháng VSDC ra Quyết định thu hồi Giấy chứng nhận thành viên bù trừ.
c) Thành viên bù trừ hình thành sau hợp nhất, sáp nhập, chia, tách, chuyển đổi, mua lại mà phải làm các thủ tục đăng ký thành viên bù trừ với VSDC thì thực hiện thanh toán giá dịch vụ như các trường hợp đăng ký làm thành viên bù trừ mới.
d) Hoàn trả tiền sử dụng dịch vụ
Trường hợp thành viên bù trừ bị thu hồi Giấy chứng nhận thành viên bù trừ, VSDC hoàn trả tiền cho thành viên bù trừ phần chênh lệch căn cứ vào giá dịch vụ mà thành viên bù trừ đã trả trong năm trừ đi giá dịch vụ thực tế phải trả tính theo công thức và hướng dẫn tại Điểm a, Điểm b Khoản này.","Giá dịch vụ quản lý thành viên bù trừ
a) Mức giá quy định tại Điểm 24 Mục III Phần A Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,19,"Giá dịch vụ bù trừ
Giá dịch vụ = Mức giá x Tổng giá trị giao dịch thế vị của mỗi thành viên
Trong đó:
- Mức giá quy định tại Điểm 25 Mục III Phần A Biểu giá.
B. GIÁ DỊCH VỤ ÁP DỤNG TẠI THỊ TRƯỜNG CHỨNG KHOÁN PHÁI SINH","Giá dịch vụ bù trừ
Giá dịch vụ = Mức giá x Tổng giá trị giao dịch thế vị của mỗi thành viên
Trong đó:
- Mức giá quy định tại Điểm 25 Mục III Phần A Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,1,"Giá dịch vụ đăng ký thành viên chứng khoán phái sinh
a) Mức giá quy định tại Điểm 1 Mục I Phần B Biểu giá.
b) Trường hợp thành viên chứng khoán phái sinh hủy bỏ tư cách thành viên bắt buộc hoặc tự nguyện thì không được hoàn trả tiền sử dụng dịch vụ đăng ký thành viên chứng khoán phái sinh.","Giá dịch vụ đăng ký thành viên chứng khoán phái sinh
a) Mức giá quy định tại Điểm 1 Mục I Phần B Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,2,"Giá dịch vụ quản lý thành viên chứng khoán phái sinh
a) Mức giá quy định tại Điểm 2 Mục I Phần B Biểu giá.
b) Thời gian tính giá dịch vụ
- Trường hợp tổ chức đang là thành viên chứng khoán phái sinh của SGDCK và không phát sinh việc hủy bỏ tư cách thành viên trong năm thì thời gian tính giá dịch vụ là 12 tháng kể từ ngày 01 tháng 01 của năm tính giá.
- Trường hợp tổ chức mới được chấp thuận là thành viên chứng khoán phái sinh và không phát sinh việc hủy bỏ tư cách thành viên trong cùng một năm thì thời gian tính giá dịch vụ được tính từ tháng sau liền kề tháng SGDCK ra Quyết định chấp thuận tư cách thành viên chứng khoán phái sinh đến hết tháng 12 của năm đó.
- Trường hợp tổ chức đang là thành viên chứng khoán phái sinh và bị SGDCK ngừng hoặc đình chỉ hoạt động giao dịch chứng khoán phái sinh để hủy bỏ tư cách thành viên tự nguyện hoặc bắt buộc trong năm thì thời gian tính giá dịch vụ được tính từ tháng đầu năm đến hết tháng SGDCK thực hiện ngừng hoặc đình chỉ hoạt động giao dịch chứng khoán phái sinh để hủy bỏ tư cách thành viên.
- Trường hợp tổ chức mới được chấp thuận là thành viên chứng khoán phái sinh của SGDCK và bị SGDCK ngừng hoặc đình chỉ hoạt động giao dịch chứng khoán phái sinh để hủy bỏ tư cách thành viên tự nguyện hoặc bắt buộc trong năm thì thời gian tính giá dịch vụ được tính từ tháng sau liền kề tháng SGDCK ra Quyết định chấp thuận tư cách thành viên chứng khoán phái sinh đến hết tháng SGDCK thực hiện ngừng hoặc đình chỉ hoạt động giao dịch chứng khoán phái sinh để hủy bỏ tư cách thành viên.
c) Trường hợp thành viên chứng khoán phái sinh hình thành sau hợp nhất, sáp nhập, chia, tách, chuyển đổi, mua lại mà phải thực hiện các thủ tục đăng ký thành viên chứng khoán phái sinh mới thì phải trả tiền sử dụng dịch vụ tương tự như trường hợp đăng ký làm thành viên chứng khoán phái sinh mới.
d) Hoàn trả tiền sử dụng dịch vụ:
Trường hợp thành viên chứng khoán phái sinh hủy bỏ tư cách thành viên, SGDCK hoàn trả tiền sử dụng dịch vụ cho thành viên chứng khoán phái sinh phần chênh lệch giữa giá dịch vụ mà thành viên đã trả trong năm trừ đi giá dịch vụ thực tế phải trả tính theo công thức và hướng dẫn tại Điểm a, Điểm b Khoản này.","Giá dịch vụ quản lý thành viên chứng khoán phái sinh
a) Mức giá quy định tại Điểm 2 Mục I Phần B Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,3,"Giá dịch vụ giao dịch chứng khoán phái sinh
Trong đó:
- Tổng số lượng hợp đồng của mỗi thành viên = Số lượng hợp đồng mua + Số lượng hợp đồng bán.
- Mức giá quy định tại Điểm 3 Mục II Phần B Biểu giá.",- Mức giá quy định tại Điểm 3 Mục II Phần B Biểu giá,2021,Thông tư 101 - 2021
7,Điều khoản thi hành,4,"Giá dịch vụ đăng ký thành viên bù trừ chứng khoán phái sinh
a) Mức giá quy định tại Điểm 4 Mục III Phần B Biểu giá.
b) Trường hợp thành viên bù trừ chứng khoán phái sinh hủy bỏ tư cách thành viên bù trừ bắt buộc hoặc tự nguyện thì không được hoàn trả tiền sử dụng dịch vụ đăng ký thành viên bù trừ chứng khoán phái sinh.","Giá dịch vụ đăng ký thành viên bù trừ chứng khoán phái sinh
a) Mức giá quy định tại Điểm 4 Mục III Phần B Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,5,"Giá dịch vụ quản lý thành viên bù trừ chứng khoán phái sinh
a) Mức giá quy định tại Điểm 5 Mục III Phần B Biểu giá.
b) Thời gian tính giá dịch vụ
- Trường hợp tổ chức đang là thành viên bù trừ chứng khoán phái sinh của VSDC và không bị VSDC hủy bỏ tư cách thành viên bù trừ trong năm thì thời gian tính giá dịch vụ là 12 tháng kể từ ngày 01 tháng 01 của năm tính giá.
- Trường hợp tổ chức mới được chấp thuận là thành viên bù trừ chứng khoán phái sinh và không bị VSDC hủy bỏ tư cách thành viên bù trừ trong cùng một năm thì thời gian tính giá dịch vụ được tính từ tháng sau liền kề tháng VSDC cấp Giấy chứng nhận thành viên bù trừ đến hết tháng 12 của năm đó.
- Trường hợp tổ chức đang là thành viên bù trừ chứng khoán phái sinh của VSDC nhưng bị VSDC hủy bỏ tư cách thành viên bù trừ trong năm thì thời gian tính giá dịch vụ được tính từ tháng đầu năm đến hết tháng VSDC ra Quyết định hủy bỏ tư cách thành viên bù trừ.
- Trường hợp tổ chức mới được chấp thuận là thành viên bù trừ chứng khoán phái sinh nhưng bị VSDC hủy bỏ tư cách thành viên bù trừ trong cùng một năm thì thời gian tính giá dịch vụ được tính từ tháng sau liền kề tháng VSDC cấp Giấy chứng nhận thành viên bù trừ đến hết tháng VSDC ra Quyết định hủy bỏ tư cách thành viên bù trừ.
c) Thành viên bù trừ chứng khoán phái sinh hình thành sau hợp nhất, sáp nhập, chia, tách, chuyển đổi, mua lại mà phải làm các thủ tục đăng ký thành viên bù trừ với VSDC thì thực hiện thanh toán giá dịch vụ như các trường hợp đăng ký làm thành viên bù trừ mới.
d) Hoàn trả tiền sử dụng dịch vụ
Trường hợp thành viên bù trừ chứng khoán phái sinh bị hủy bỏ tư cách thành viên bù trừ, VSDC hoàn trả tiền cho thành viên bù trừ phần chênh lệch căn cứ vào giá dịch vụ mà thành viên bù trừ chứng khoán phái sinh đã trả trong năm trừ đi giá dịch vụ thực tế phải trả tính theo công thức và hướng dẫn tại Điểm a, Điểm b Khoản này.","Giá dịch vụ quản lý thành viên bù trừ chứng khoán phái sinh
a) Mức giá quy định tại Điểm 5 Mục III Phần B Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,6,"Giá dịch vụ bù trừ chứng khoán phái sinh
Giá dịch vụ = Mức giá x ΣVi
a) Mức giá quy định tại Điểm 6 Mục III Phần B Biểu giá.
b) Cách tính ΣVi
- Vi là số hợp đồng được thế vị của ngày i được xác định bằng cách cộng dồn số lượng hợp đồng được thế vị trên tất cả các tài khoản của nhà đầu tư, thành viên bù trừ.
i = 1 → n là các ngày trong tháng có phát sinh giao dịch","Giá dịch vụ bù trừ chứng khoán phái sinh
Giá dịch vụ = Mức giá x ΣVi
a) Mức giá quy định tại Điểm 6 Mục III Phần B Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,7,"Giá dịch vụ quản lý tài sản ký quỹ
Giá dịch vụ quản lý tài sản ký quỹ thành viên bù trừ phải nộp trong tháng:
P = P1 + P2
Trong đó:
P là giá dịch vụ quản lý tài sản ký quỹ;
P1 là giá dịch vụ quản lý tài sản ký quỹ bằng tiền;
P2 là giá dịch vụ quản lý tài sản ký quỹ bằng chứng khoán;
- Quản lý tài sản ký quỹ bằng tiền
Đối tượng nộp: thành viên bù trừ chứng khoán phái sinh có phát sinh số dư tài sản ký quỹ bằng tiền
Giá dịch vụ quản lý tài sản ký quỹ bằng tiền thành viên bù trừ phải nộp trong tháng: P1 = ΣPi
Pi = Mức giá x số dư tiền ký quỹ ngày i
Trong đó:
Pi là giá dịch vụ quản lý tài sản ký quỹ ngày i
i = 1 →n là các ngày trong tháng có số dư tiền ký quỹ
Mức giá quy định tại Điểm 7 Mục III Phần B Biểu giá.
- Quản lý tài sản ký quỹ bằng chứng khoán
Đối tượng nộp: thành viên bù trừ chứng khoán phái sinh có phát sinh số dư chứng khoán ký quỹ
Giá dịch vụ quản lý tài sản ký quỹ bằng chứng khoán thành viên bù trừ phải nộp trong tháng: P2 = ΣPi
Pi= Mức giá x Σ(Vj x k)
Trong đó:
Pi là giá dịch vụ quản lý tài sản ký quỹ bằng chứng khoán ngày i;
i = 1 →n là các ngày trong tháng có số dư chứng khoán ký quỹ;
k là mệnh giá của mã chứng khoán có phát sinh số dư ngày i;
Vi là tổng số dư chứng khoán ký quỹ mã j trên trên tài khoản chứng khoán ký quỹ tại VSDC ngày i;
j = 1 →m là các mã chứng khoán có phát sinh số dư ngày i;
Mức giá quy định tại Điểm 7 Mục III Phần B Biểu giá.","Giá dịch vụ quản lý tài sản ký quỹ
Giá dịch vụ quản lý tài sản ký quỹ thành viên bù trừ phải nộp trong tháng:
P = P1 + P2
Trong đó:
P là giá dịch vụ quản lý tài sản ký quỹ;
P1 là giá dịch vụ quản lý tài sản ký quỹ bằng tiền;
P2 là giá dịch vụ quản lý tài sản ký quỹ bằng chứng khoán;
- Quản lý tài sản ký quỹ bằng tiền
Đối tượng nộp: thành viên bù trừ chứng khoán phái sinh có phát sinh số dư tài sản ký quỹ bằng tiền
Giá dịch vụ quản lý tài sản ký quỹ bằng tiền thành viên bù trừ phải nộp trong tháng: P1 = ΣPi
Pi = Mức giá x số dư tiền ký quỹ ngày i
Trong đó:
Pi là giá dịch vụ quản lý tài sản ký quỹ ngày i
i = 1 →n là các ngày trong tháng có số dư tiền ký quỹ
Mức giá quy định tại Điểm 7 Mục III Phần B Biểu giá",2021,Thông tư 101 - 2021
7,Điều khoản thi hành,8,"Giá dịch vụ sửa lỗi sau giao dịch chứng khoán phái sinh
Giá dịch vụ = Mức giá x n
- Mức giá quy định tại Điểm 8 Mục III Phần B Biểu giá.
- n là số giao dịch lỗi đã được VSDC chấp thuận xử lý.","Giá dịch vụ sửa lỗi sau giao dịch chứng khoán phái sinh
Giá dịch vụ = Mức giá x n
- Mức giá quy định tại Điểm 8 Mục III Phần B Biểu giá",2021,Thông tư 101 - 2021
1,Phạm vi điều chỉnh,1,"Mẫu Bản cáo bạch chào bán chứng khoán ra công chúng, phát hành cổ phiếu để hoán đổi;","Mẫu Bản cáo bạch chào bán chứng khoán ra công chúng, phát hành cổ phiếu để hoán đổi;",2020,Thông tư 118 - 2020
1,Phạm vi điều chỉnh,2,"Mẫu Bản thông báo chào bán, phát hành chứng khoán, chào mua công khai;","Mẫu Bản thông báo chào bán, phát hành chứng khoán, chào mua công khai;",2020,Thông tư 118 - 2020
1,Phạm vi điều chỉnh,3,"Mẫu Báo cáo kết quả đợt chào bán, đợt phát hành chứng khoán, đợt chào mua công khai;","Mẫu Báo cáo kết quả đợt chào bán, đợt phát hành chứng khoán, đợt chào mua công khai;",2020,Thông tư 118 - 2020
1,Phạm vi điều chỉnh,4,"Mẫu Bản công bố thông tin về công ty đại chúng; hồ sơ đăng ký công ty đại chúng hình thành sau chia, tách, hợp nhất, sáp nhập doanh nghiệp; việc hủy tư cách công ty đại chúng đối với trường hợp không đáp ứng điều kiện là công ty đại chúng do tổ chức lại, giải thể, phá sản doanh nghiệp;","Mẫu Bản công bố thông tin về công ty đại chúng; hồ sơ đăng ký công ty đại chúng hình thành sau chia, tách, hợp nhất, sáp nhập doanh nghiệp; việc hủy tư cách công ty đại chúng đối với trường hợp không đáp ứng điều kiện là công ty đại chúng do tổ chức lại, giải thể, phá sản doanh nghiệp;",2020,Thông tư 118 - 2020
1,Phạm vi điều chỉnh,5,Việc mua lại cổ phiếu của công ty đại chúng.,Việc mua lại cổ phiếu của công ty đại chúng,2020,Thông tư 118 - 2020
2,Đối tượng áp dụng,1,Tổ chức phát hành;,Tổ chức phát hành;,2020,Thông tư 118 - 2020
2,Đối tượng áp dụng,2,Công ty đại chúng;,Công ty đại chúng;,2020,Thông tư 118 - 2020
2,Đối tượng áp dụng,3,Cổ đông công ty đại chúng chào bán cổ phiếu ra công chúng;,Cổ đông công ty đại chúng chào bán cổ phiếu ra công chúng;,2020,Thông tư 118 - 2020
2,Đối tượng áp dụng,4,Công ty chứng khoán;,Công ty chứng khoán;,2020,Thông tư 118 - 2020
2,Đối tượng áp dụng,5,"Sở giao dịch chứng khoán Việt  và các công ty con (sau đây gọi là Sở giao dịch chứng khoán), Tổng công ty lưu ký và bù trừ chứng khoán Việt ;","Sở giao dịch chứng khoán Việt  và các công ty con (sau đây gọi là Sở giao dịch chứng khoán), Tổng công ty lưu ký và bù trừ chứng khoán Việt ;",2020,Thông tư 118 - 2020
2,Đối tượng áp dụng,6,"Cơ quan, tổ chức, cá nhân có liên quan.
Mục II
MẪU BẢN CÁO BẠCH, BẢN THÔNG BÁO, BÁO CÁO KẾT QUẢ ĐỢT CHÀO BÁN, PHÁT HÀNH CHỨNG KHOÁN, CHÀO MUA CÔNG KHAI","Cơ quan, tổ chức, cá nhân có liên quan",2020,Thông tư 118 - 2020
